,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
366,FSUN,FirstSun Capital Bancorp,1.18B,4.03%,223123,359.15M
367,SAFT,"Safety Insurance Group, Inc.",1.18B,1.54%,28623,1.09B
368,BCSF,"Bain Capital Specialty Finance, Inc.",1.17B,-0.61%,251099,294.26M
369,PEBO,Peoples Bancorp Inc.,1.16B,0.88%,127128,423.28M
370,IGIC,International General Insurance Holdings Ltd.,1.15B,2.89%,72644,506.16M
371,CSWC,Capital Southwest Corporation,1.15B,-,545086,198.46M
372,BRKL,"Brookline Bancorp, Inc.",1.12B,0.48%,415139,333.56M
373,SII,Sprott Inc.,1.12B,-1.53%,101998,194.38M
374,BOW,Bowhead Specialty Holdings Inc.,1.09B,0.66%,80906,389.14M
375,BBDC,"Barings BDC, Inc.",1.07B,0.10%,536681,291.39M
376,AMAL,Amalgamated Financial Corp.,1.06B,1.49%,107439,304.29M
377,TMP,Tompkins Financial Corporation,1.03B,2.44%,53295,292.62M
378,BFC,Bank First Corporation,1.03B,1.86%,10783,158.25M
379,OCFC,OceanFirst Financial Corp.,1.03B,-0.06%,340173,375.23M
380,CTBI,"Community Trust Bancorp, Inc.",1.01B,2.04%,71967,237.61M
381,CNOB,"ConnectOne Bancorp, Inc.",1.01B,0.65%,137871,250.27M
382,PFC,Premier Financial Corp.,998.18M,-,264217,249.70M
383,SBSI,"Southside Bancshares, Inc.",976.99M,1.13%,83353,254.51M
384,AMTB,Amerant Bancorp Inc.,971.75M,1.00%,112247,273.79M
385,AMSF,"AMERISAFE, Inc.",968.95M,1.29%,49566,315.18M
386,BHRB,Burke & Herbert Financial Services Corp.,967.75M,0.48%,24246,237.73M
387,BRDG,Bridge Investment Group Holdings Inc.,954.14M,-1.50%,114452,404.93M
388,NCDL,Nuveen Churchill Direct Lending Corp.,948.31M,0.12%,193078,-
389,TRIN,Trinity Capital Inc.,941.31M,3.23%,1144587,205.16M
390,CGBD,"Carlyle Secured Lending, Inc.",938.71M,-0.16%,136374,238.92M
391,FMBH,"First Mid Bancshares, Inc.",921.42M,1.15%,43798,319.38M
392,PFLT,PennantPark Floating Rate Capital Ltd.,921.35M,-0.27%,1496898,186.36M
393,SLRC,SLR Investment Corp.,915.43M,-0.18%,92723,236.64M
394,AAMI,Acadian Asset Management Inc.,901.23M,1.64%,110626,469.00M
395,UVSP,Univest Financial Corporation,900.04M,1.59%,56062,293.29M
396,PRAA,"PRA Group, Inc.",898.14M,2.75%,141773,1.04B
397,MTAL,MAC Copper Limited,893.89M,1.50%,162708,322.58M
398,HFWA,Heritage Financial Corporation,872.54M,-0.12%,154418,210.56M
399,ATLC,Atlanticus Holdings Corporation,863.26M,4.27%,77998,374.09M
400,OSBC,"Old Second Bancorp, Inc.",859.39M,0.79%,132292,272.70M
401,NBN,Northeast Bank,846.32M,1.28%,29675,157.67M
402,CPF,Central Pacific Financial Corp.,828.44M,1.56%,103657,240.63M
403,NBBK,"NB Bancorp, Inc.",825.50M,0.16%,258301,146.99M
404,FCBC,"First Community Bankshares, Inc.",819.35M,1.78%,34490,162.26M
405,CFB,"CrossFirst Bankshares, Inc.",818.23M,2.09%,358587,250.66M
406,FUFU,BitFuFu Inc.,816.14M,-1.76%,135774,452.74M
407,BFST,"Business First Bancshares, Inc.",811.21M,1.25%,70078,260.70M
408,EGBN,"Eagle Bancorp, Inc.",806.39M,1.60%,216574,242.06M
409,MCBS,"MetroCity Bankshares, Inc.",804.00M,1.70%,28187,140.69M
410,HBT,"HBT Financial, Inc.",801.92M,2.09%,58246,221.39M
411,TYG,Tortoise Energy Infrastructure Corporation,797.52M,1.18%,62267,13.62M
412,MBWM,Mercantile Bank Corporation,795.80M,1.29%,58399,224.08M
413,CFFN,"Capitol Federal Financial, Inc.",793.20M,0.49%,558885,181.72M
414,LPRO,Open Lending Corporation,788.90M,0.61%,489920,95.89M
415,GHLD,Guild Holdings Company,784.71M,4.71%,8896,829.86M
416,AC,"Associated Capital Group, Inc.",775.16M,1.53%,2960,13.18M
417,CAC,Camden National Corporation,773.07M,0.53%,53251,177.40M
418,SLQT,"SelectQuote, Inc.",771.77M,2.97%,689453,1.38B
419,TCPC,BlackRock TCP Capital Corp.,771.18M,-0.55%,350349,249.04M
420,PRA,ProAssurance Corporation,769.39M,1.69%,42897,1.16B
421,EQBK,"Equity Bancshares, Inc.",766.47M,-0.50%,134264,220.31M
422,WRLD,World Acceptance Corporation,765.43M,1.35%,13815,558.62M
423,FDUS,Fidus Investment Corporation,762.74M,-0.35%,138707,145.01M
424,IBCP,Independent Bank Corporation,758.10M,0.36%,97371,218.14M
425,TIPT,Tiptree Inc.,757.05M,1.14%,24202,1.99B
426,HBNC,"Horizon Bancorp, Inc.",751.58M,1.42%,93509,183.72M
427,HIPO,Hippo Holdings Inc.,751.25M,2.12%,174432,334.70M
428,HAFC,Hanmi Financial Corporation,740.39M,0.78%,100852,229.94M
429,CCAP,"Crescent Capital BDC, Inc.",727.15M,0.46%,84242,200.90M
430,MCB,Metropolitan Bank Holding Corp.,725.05M,0.47%,59690,270.66M
431,ABL,"Abacus Life, Inc.",716.40M,-2.05%,317967,102.41M
432,GSBC,"Great Southern Bancorp, Inc.",705.64M,1.13%,29946,216.99M
433,NOAH,Noah Holdings Limited,703.16M,-0.84%,43072,391.84M
434,OPY,Oppenheimer Holdings Inc.,692.20M,0.28%,12372,1.34B
435,AACT,Ares Acquisition Corporation II,688.75M,-,269911,-
436,ESQ,"Esquire Financial Holdings, Inc.",683.85M,-0.22%,71914,120.12M
437,MOFG,"MidWestOne Financial Group, Inc.",676.51M,1.59%,191539,60.51M
438,BITF,Bitfarms Ltd.,674.69M,-4.73%,30966527,182.96M
439,VINP,Vinci Partners Investments Ltd.,672.01M,0.58%,71094,88.22M
440,SMBC,"Southern Missouri Bancorp, Inc.",670.09M,0.58%,17815,166.91M
441,EZPW,"EZCORP, Inc.",666.66M,1.41%,1220146,1.18B
442,ORRF,"Orrstown Financial Services, Inc.",665.08M,-0.09%,83942,176.14M
443,GLAD,Gladstone Capital Corporation,650.92M,-0.41%,105373,96.62M
444,WASH,"Washington Trust Bancorp, Inc.",649.34M,0.78%,189021,98.25M
445,HTBI,"HomeTrust Bancshares, Inc.",648.75M,0.35%,30106,193.44M
446,FSBC,Five Star Bancorp,647.46M,0.43%,20864,119.21M
447,CCBG,"Capital City Bank Group, Inc.",646.09M,1.09%,15800,230.88M
448,UFCS,"United Fire Group, Inc.",645.72M,2.14%,94104,1.21B
449,AMRK,"A-Mark Precious Metals, Inc.",642.43M,0.14%,477887,9.93B
450,TRST,TrustCo Bank Corp NY,621.00M,0.49%,49182,169.77M
451,THFF,First Financial Corporation,615.81M,4.00%,76804,201.59M
452,SMBK,"SmartFinancial, Inc.",615.08M,2.71%,30178,166.35M
453,CION,CION Investment Corporation,612.79M,-0.52%,165899,254.54M
454,HTBK,Heritage Commerce Corp,612.42M,1.83%,419972,170.26M
455,VEL,"Velocity Financial, Inc.",612.29M,0.54%,56230,161.83M
456,INV,"Innventure, Inc.",611.42M,0.82%,25006,988.00K
457,TREE,"LendingTree, Inc.",600.89M,0.38%,143189,773.05M
458,SPFI,"South Plains Financial, Inc.",594.88M,0.36%,19306,190.87M
459,CRD.A,Crawford & Company,593.97M,1.32%,36995,1.24B
460,CRD.B,Crawford & Company,584.70M,0.08%,4407,1.24B
461,ACIC,American Coastal Insurance Corporation,581.35M,1.17%,83645,290.78M
462,PGC,Peapack-Gladstone Financial Corporation,580.42M,1.68%,64115,220.63M
463,MPB,"Mid Penn Bancorp, Inc.",577.06M,1.19%,74447,173.42M
464,BZAI,"Blaize Holdings, Inc.",576.52M,-3.16%,247000,1.97M
465,HIFS,Hingham Institution for Savings,572.56M,3.46%,9154,65.53M
466,UVE,"Universal Insurance Holdings, Inc.",565.44M,2.04%,76952,1.51B
467,FISI,"Financial Institutions, Inc.",559.75M,0.90%,84487,110.76M
468,ALTI,"AlTi Global, Inc.",559.30M,1.78%,70691,246.97M
469,ALRS,Alerus Financial Corporation,551.76M,0.23%,70634,203.84M
470,AMBC,"Ambac Financial Group, Inc.",550.34M,0.87%,355920,398.00M
471,LDI,"loanDepot, Inc.",549.36M,3.07%,1039079,1.01B
472,SHBI,"Shore Bancshares, Inc.",541.98M,1.25%,199295,196.96M
473,CCNE,CNB Financial Corporation,537.75M,1.65%,96989,217.36M
474,EBTC,"Enterprise Bancorp, Inc.",534.88M,1.89%,32028,168.76M
475,PFIS,Peoples Financial Services Corp.,528.02M,1.48%,12769,96.20M
476,FMNB,Farmers National Banc Corp.,526.96M,0.29%,46026,162.12M
477,CBNK,"Capital Bancorp, Inc.",523.22M,0.38%,32063,168.05M
478,QD,Qudian Inc.,522.75M,-1.08%,260348,32.50M
479,TCBX,"Third Coast Bancshares, Inc.",522.29M,2.68%,101862,165.68M
480,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",517.85M,2.55%,207196,127.03M
481,PSBD,Palmer Square Capital BDC Inc.,515.82M,0.83%,19130,-
482,BCAL,California BanCorp.,514.64M,0.06%,76923,106.05M
483,DGICA,Donegal Group Inc.,510.13M,1.83%,50236,979.12M
484,DGICB,Donegal Group Inc.,503.72M,0.72%,675,979.12M
485,YRD,Yiren Digital Ltd.,501.61M,2.31%,39726,802.34M
486,UNTY,"Unity Bancorp, Inc.",500.50M,1.86%,72347,103.13M
487,HONE,"HarborOne Bancorp, Inc.",500.32M,3.59%,254037,164.29M
488,GAIN,Gladstone Investment Corporation,498.60M,0.82%,130346,91.47M
489,BHB,Bar Harbor Bankshares,495.22M,1.76%,58668,148.79M
490,NRIM,"Northrim BanCorp, Inc.",488.53M,-0.11%,115233,151.93M
491,GNTY,"Guaranty Bancshares, Inc.",483.21M,0.93%,16657,120.82M
492,GLRE,"Greenlight Capital Re, Ltd.",479.64M,2.84%,98293,702.25M
493,GBLI,"Global Indemnity Group, LLC",479.07M,-2.70%,32,442.50M
494,ASA,ASA Gold and Precious Metals Limited,478.04M,3.63%,79304,2.14M
495,FFIC,Flushing Financial Corporation,476.28M,0.57%,361489,115.17M
496,GDOT,Green Dot Corporation,475.48M,-0.67%,171079,1.63B
497,PNNT,PennantPark Investment Corporation,462.30M,0.14%,373441,143.82M
498,BTBT,"Bit Digital, Inc.",457.75M,-4.02%,13777416,98.00M
499,AROW,Arrow Financial Corporation,457.58M,1.49%,40852,134.63M
500,VBNK,VersaBank,456.68M,-1.81%,98164,80.30M
501,FBIZ,"First Business Financial Services, Inc.",454.59M,1.31%,27556,144.63M
502,ANSC,Agriculture & Natural Solutions Acquisition Corporation,453.71M,0.01%,27202,-
503,BSRR,Sierra Bancorp,451.23M,1.54%,36741,146.76M
504,MFH,Mercurity Fintech Holding Inc.,450.07M,4.23%,140707,716.86K
505,GCBC,"Greene County Bancorp, Inc.",447.98M,0.65%,9668,65.85M
506,AAM,AA Mission Acquisition Corp.,446.78M,0.10%,130830,-
507,EQV,EQV Ventures Acquisition Corp.,445.28M,-0.20%,37353,-
508,WDH,Waterdrop Inc.,442.73M,-,48375,391.24M
509,KRNY,Kearny Financial Corp.,442.30M,1.43%,185935,148.07M
510,FFWM,First Foundation Inc.,442.30M,4.88%,427830,96.07M
511,WALD,Waldencast plc,437.35M,0.85%,22185,240.38M
512,ITIC,Investors Title Company,429.93M,1.18%,3103,241.02M
513,RWAY,Runway Growth Finance Corp.,429.87M,1.05%,353943,150.08M
514,HBCP,"Home Bancorp, Inc.",422.54M,1.08%,11510,130.22M
515,MSBI,"Midland States Bancorp, Inc.",416.56M,0.78%,128610,170.13M
516,NETD,Nabors Energy Transition Corp. II,414.42M,0.09%,5323,-
517,BMRC,Bank of Marin Bancorp,414.41M,2.86%,70083,67.98M
518,CARE,"Carter Bankshares, Inc.",407.40M,0.11%,58121,140.87M
519,DHIL,"Diamond Hill Investment Group, Inc.",406.98M,1.00%,8950,145.80M
520,BWB,"Bridgewater Bancshares, Inc.",402.54M,2.53%,55083,106.04M
521,BSVN,Bank7 Corp.,400.40M,-,14085,97.45M
522,USCB,"USCB Financial Holdings, Inc.",398.49M,2.46%,24909,79.52M
523,RRBI,"Red River Bancshares, Inc.",395.99M,2.49%,16680,108.54M
524,SCM,Stellus Capital Investment Corporation,392.61M,-0.75%,115381,107.14M
525,XYF,X Financial,388.78M,2.50%,6142,763.52M
526,FRBA,First Bank,386.05M,0.26%,29478,128.68M
527,CCIX,Churchill Capital Corp IX,381.84M,0.34%,4376,-
528,HIVE,HIVE Digital Technologies Ltd.,377.81M,-2.74%,5590099,123.02M
529,HRZN,Horizon Technology Finance Corporation,377.62M,0.42%,233536,104.55M
530,RM,Regional Management Corp.,375.43M,1.23%,49242,588.50M
531,FMAO,"Farmers & Merchants Bancorp, Inc.",373.79M,2.60%,23317,98.00M
532,WTBA,"West Bancorporation, Inc.",371.66M,0.46%,37913,78.80M
533,GOCO,"GoHealth, Inc.",371.53M,-1.28%,16884,686.46M
534,CWBC,Community West Bancshares,368.30M,0.21%,38382,105.70M
535,GPAT,GP-Act III Acquisition Corp.,367.28M,-0.20%,2003,-
536,ALF,Centurion Acquisition Corp.,366.74M,0.05%,4765,-
537,MBAV,M3-Brigade Acquisition V Corp.,364.24M,0.35%,47866,-
538,SAR,Saratoga Investment Corp.,358.09M,0.73%,67472,154.79M
539,VALU,"Value Line, Inc.",356.46M,1.61%,6034,35.86M
540,MBI,MBIA Inc.,355.68M,0.58%,328218,-13.00M
541,ACNB,ACNB Corporation,349.42M,0.37%,16902,111.10M
542,KFII,K&F Growth Acquisition Corp. II,341.96M,0.10%,10473156,-
543,NEWT,"NewtekOne, Inc.",341.44M,-1.22%,150453,316.41M
544,HRTG,"Heritage Insurance Holdings, Inc.",338.54M,4.03%,152988,793.69M
545,GIG,GigCapital7 Corp.,334.89M,0.20%,956,-
546,CIVB,"Civista Bancshares, Inc.",333.96M,0.66%,57443,149.09M
547,RBB,RBB Bancorp,330.66M,0.59%,42016,104.84M
548,CZNC,Citizens & Northern Corporation,327.65M,0.19%,26135,106.13M
549,SSBK,"Southern States Bancshares, Inc.",327.33M,0.67%,10940,94.14M
550,CCIR,Cohen Circle Acquisition Corp. I,326.95M,-,5729,-
551,FSBW,"FS Bancorp, Inc.",320.02M,1.96%,11196,139.15M
552,PMTS,CPI Card Group Inc.,319.88M,-0.61%,29047,458.38M
553,HYAC,Haymaker Acquisition Corp. 4,319.71M,0.09%,3587,-
554,BCML,BayCom Corp,318.89M,1.76%,8776,96.25M
555,VACH,Voyager Acquisition Corp.,318.78M,0.20%,495,-
556,PDLB,"Ponce Financial Group, Inc.",314.24M,4.25%,92928,82.36M
557,TPVG,TriplePoint Venture Growth BDC Corp.,311.98M,-1.52%,172153,115.27M
558,BEAG,Bold Eagle Acquisition Corp.,311.30M,0.25%,103457,-
559,CUB,Lionheart Holdings,311.27M,-,2597,-
560,SIMA,SIM Acquisition Corp. I,309.73M,0.10%,10415,-
561,OBT,"Orange County Bancorp, Inc.",309.69M,4.52%,23316,98.02M
562,CZFS,"Citizens Financial Services, Inc.",309.66M,3.27%,5905,99.27M
563,NODK,"NI Holdings, Inc.",307.66M,-0.47%,5792,391.66M
564,FLIC,The First of Long Island Corporation,306.39M,0.89%,110140,84.93M
565,SFST,"Southern First Bancshares, Inc.",300.28M,1.66%,10237,93.24M
566,BRBS,"Blue Ridge Bankshares, Inc.",299.10M,1.15%,221924,97.33M
567,COFS,"ChoiceOne Financial Services, Inc.",298.55M,0.57%,24194,91.81M
568,SNFCA,Security National Financial Corporation,298.46M,0.31%,32569,330.16M
569,ALDF,Aldel Financial II Inc.,298.38M,0.15%,1874,-
570,POLE,Andretti Acquisition Corp. II,296.58M,-,187,-
571,EHTH,"eHealth, Inc.",296.34M,-0.60%,146730,464.89M
572,VCIC,Vine Hill Capital Investment Corp.,295.63M,0.08%,622,-
573,HIT,"Health In Tech, Inc.",294.14M,6.25%,90300,19.80M
574,NECB,"Northeast Community Bancorp, Inc.",293.92M,0.92%,45194,105.84M
575,CBAN,"Colony Bankcorp, Inc.",293.64M,0.75%,77018,112.40M
576,PCB,PCB Bancorp,293.26M,1.34%,34034,96.31M
577,GRAF,Graf Global Corp.,291.24M,-,4368,-
578,LPAA,Launch One Acquisition Corp.,290.38M,-,2706,-
579,GSRT,GSR III Acquisition Corp.,290.27M,0.20%,124,-
580,INBK,First Internet Bancorp,289.94M,0.75%,23262,117.65M
581,HOND,HCM II Acquisition Corp.,289.80M,0.29%,16,-
582,LPBB,Launch Two Acquisition Corp.,288.65M,0.43%,2751,-
583,PBFS,"Pioneer Bancorp, Inc.",288.34M,0.53%,13906,79.73M
584,ONIT,Onity Group Inc.,288.30M,1.30%,44480,1.03B
585,JACS.RT,Jackson Acquisition Company II,288.11M,-9.09%,28965,-
586,JACS,Jackson Acquisition Company II,288.11M,0.10%,217729,-
587,FNLC,"The First Bancorp, Inc.",287.14M,0.08%,21582,79.74M
588,GHI,Greystone Housing Impact Investors LP,285.77M,-0.16%,28724,34.31M
589,MLAC,Mountain Lake Acquisition Corp.,282.19M,-0.23%,100,-
590,JMSB,"John Marshall Bancorp, Inc.",281.32M,2.81%,6514,53.69M
591,LNKB,"LINKBANCORP, Inc.",274.68M,-0.68%,21404,108.50M
592,PLBC,Plumas Bancorp,274.19M,0.56%,9265,81.28M
593,FRST,Primis Financial Corp.,272.20M,0.46%,37843,107.70M
594,LIEN,"Chicago Atlantic BDC, Inc.",265.17M,0.09%,1788,12.68M
595,FDBC,"Fidelity D & D Bancorp, Inc.",264.60M,2.28%,4806,79.41M
596,DRDB,Roman DBDR Acquisition Corp. II,264.27M,-,12322,-
597,FINW,FinWise Bancorp,264.10M,1.52%,32287,69.82M
598,CFFI,C&F Financial Corporation,260.57M,4.53%,11200,114.06M
599,CIA,"Citizens, Inc.",260.51M,1.75%,94228,248.38M
600,SAMG,Silvercrest Asset Management Group Inc.,257.74M,0.92%,10163,120.23M
601,CEPO,"Cantor Equity Partners I, Inc.",257.30M,0.30%,361095,-
602,SBXD,SilverBox Corp IV,257.10M,-,2416,-
603,HVII,Hennessy Capital Investment Corp. VII,256.10M,-,2998,-
604,MVBF,MVB Financial Corp.,253.01M,-0.20%,27485,140.25M
605,BACQ,Bleichroeder Acquisition Corp. I,252.22M,-,-,-
606,WSBF,"Waterstone Financial, Inc.",252.10M,-0.22%,56238,135.64M
607,HLXB,Helix Acquisition Corp. II,251.55M,-,549,-
608,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",251.06M,0.63%,11294,66.06M
609,TSBK,"Timberland Bancorp, Inc.",247.79M,2.91%,8540,75.33M
610,FOA,Finance of America Companies Inc.,247.37M,0.93%,95588,719.53M
611,CPSS,"Consumer Portfolio Services, Inc.",244.02M,0.97%,16369,184.25M
612,EVBN,"Evans Bancorp, Inc.",242.24M,1.24%,47596,66.97M
613,FACT,FACT II Acquisition Corp,242.00M,0.08%,1070,-
614,BWFG,"Bankwell Financial Group, Inc.",241.26M,0.32%,18231,64.38M
615,NWFL,Norwood Financial Corp.,241.22M,-1.40%,24515,48.37M
616,NTWO,Newbury Street II Acquisition Corp,240.92M,-0.10%,28,-
617,CHMG,Chemung Financial Corporation,240.59M,-0.28%,13334,97.34M
618,WHF,"WhiteHorse Finance, Inc.",240.57M,-0.10%,95569,97.44M
619,PKBK,"Parke Bancorp, Inc.",238.88M,-0.15%,23855,62.28M
620,PWOD,"Penns Woods Bancorp, Inc.",236.85M,0.51%,16717,68.38M
621,PLMK,Plum Acquisition Corp. IV,234.22M,0.10%,257,-
622,BPRN,"Princeton Bancorp, Inc.",234.02M,5.89%,13996,69.58M
623,OACC,Oaktree Acquisition Corp. III Life Sciences,230.92M,-,871,-
624,CLBR,Colombier Acquisition Corp. II,230.14M,0.09%,82456,-
625,HWBK,"Hawthorn Bancshares, Inc.",229.51M,0.31%,29621,71.88M
626,KINS,"Kingstone Companies, Inc.",228.09M,3.30%,370151,149.65M
627,FBLA,"FB Bancorp, Inc.",226.74M,-1.04%,70616,79.36M
628,FVCB,"FVCBankcorp, Inc.",226.46M,4.63%,18687,58.12M
629,FXNC,First National Corporation,226.41M,0.48%,18676,48.80M
630,LCNB,LCNB Corp.,222.92M,0.25%,19121,79.24M
631,MACI,Melar Acquisition Corp. I,219.46M,0.10%,17501,-
632,OPBK,OP Bancorp,219.33M,1.86%,36602,79.28M
633,ESSA,"ESSA Bancorp, Inc.",217.94M,1.84%,35664,67.43M
634,SVCC,Stellar V Capital Corp.,217.01M,-0.10%,202380,-
635,FUNC,First United Corporation,216.76M,1.95%,42862,76.87M
636,KVAC,Keen Vision Acquisition Corporation,214.96M,-,9010,-
637,DYNX,Dynamix Corporation,212.37M,0.15%,470,2.12M
638,MBCN,Middlefield Banc Corp.,212.10M,1.43%,11375,65.89M
639,OVLY,Oak Valley Bancorp,211.07M,0.16%,54018,78.21M
640,PVBC,"Provident Bancorp, Inc.",209.27M,1.13%,82469,55.40M
641,MYFW,"First Western Financial, Inc.",204.65M,-0.19%,18763,79.65M
642,DMAA,Drugs Made In America Acquisition Corp.,204.51M,-0.05%,6636,-
643,SWKH,SWK Holdings Corporation,204.29M,1.46%,5636,24.73M
644,BLFY,Blue Foundry Bancorp,203.92M,1.53%,29572,40.69M
645,FCCO,First Community Corporation,201.12M,-0.34%,114022,65.14M
646,VABK,Virginia National Bankshares Corporation,199.42M,0.35%,2894,53.66M
647,FFNW,"First Financial Northwest, Inc.",198.28M,0.89%,9237,37.61M
648,MFIN,Medallion Financial Corp.,198.17M,0.11%,26076,293.26M
649,HMST,"HomeStreet, Inc.",196.68M,1.07%,81632,75.70M
650,OPRT,Oportun Financial Corporation,196.43M,1.87%,255467,796.99M
651,HNVR,"Hanover Bancorp, Inc.",196.15M,-1.34%,11955,63.49M
652,WNEB,"Western New England Bancorp, Inc.",195.71M,0.64%,58397,73.39M
653,EARN,Ellington Credit Company,191.98M,-0.45%,444403,-15.58M
654,TDAC,Translational Development Acquisition Corp.,191.83M,0.20%,175,-
655,BSII,Black Spade Acquisition II Co,191.63M,-0.10%,7,-
656,ISTR,Investar Holding Corporation,188.51M,1.86%,31274,86.32M
657,MKTW,"MarketWise, Inc.",186.68M,-2.34%,343175,423.38M
658,MRCC,Monroe Capital Corporation,186.33M,0.94%,78243,62.01M
659,OXSQ,Oxford Square Capital Corp.,186.02M,1.48%,303474,44.79M
660,MRBK,Meridian Corporation,185.92M,0.78%,82997,100.94M
661,BCBP,"BCB Bancorp, Inc.",184.63M,0.74%,36276,83.39M
662,JRVR,"James River Group Holdings, Ltd.",184.23M,2.53%,165428,796.82M
663,NKSH,"National Bankshares, Inc.",184.08M,0.24%,5900,44.13M
664,BETR,Better Home & Finance Holding Company,178.17M,1.82%,44784,85.78M
665,SPKL,Spark I Acquisition Corporation,175.39M,-,899,-
666,SKGR,SK Growth Opportunities Corporation,174.43M,-,1463,-
667,UMAC,"Unusual Machines, Inc.",170.49M,-1.94%,822475,3.56M
668,UBFO,United Security Bancshares,165.95M,0.84%,25337,48.60M
669,FSFG,"First Savings Financial Group, Inc.",164.03M,0.21%,7140,73.62M
670,ATLO,Ames National Corporation,163.93M,0.61%,20484,54.22M
671,BVFL,"BV Financial, Inc.",163.09M,-0.52%,19370,37.90M
672,CBNA,"Chain Bridge Bancorp, Inc.",161.16M,0.24%,42415,53.11M
673,IBAC,IB Acquisition Corp.,161.03M,-0.05%,12077,-
674,BFIN,BankFinancial Corporation,160.99M,-0.08%,15667,49.21M
675,FRAF,Franklin Financial Services Corporation,160.52M,4.23%,18261,69.21M
676,CBFV,"CB Financial Services, Inc.",159.57M,4.33%,6708,50.94M
677,RANG,Range Capital Acquisition Corp.,159.57M,-,900,-
678,PEBK,"Peoples Bancorp of North Carolina, Inc.",159.12M,3.55%,12708,80.00M
679,CZWI,"Citizens Community Bancorp, Inc.",158.11M,-0.25%,23714,59.57M
680,ESHA,ESH Acquisition Corp.,157.92M,-,1431,-
681,CFBK,CF Bankshares Inc.,157.50M,0.99%,8466,44.40M
682,HCVI,Hennessy Capital Investment Corp. VI,156.81M,0.01%,11,-
683,PTMN,Portman Ridge Finance Corporation,156.71M,-0.18%,26679,65.83M
684,RFAI,RF Acquisition Corp II,154.18M,-0.05%,3,-
685,TAVI,Tavia Acquisition Corp.,153.37M,-,9156,-
686,RENE,Cartesian Growth Corporation II,153.01M,0.17%,329318,-
687,SBFG,"SB Financial Group, Inc.",152.15M,1.91%,22266,56.77M
688,BANX,ArrowMark Financial Corp.,150.21M,-0.38%,18910,29.95M
689,FRGE,"Forge Global Holdings, Inc.",149.73M,3.74%,595205,79.80M
690,WLAC,Willow Lane Acquisition Corp.,149.35M,0.10%,100,-
691,NCTY,The9 Limited,148.30M,-1.61%,81587,24.29M
692,UNB,"Union Bankshares, Inc.",147.95M,2.54%,6174,46.39M
693,ISRL,Israel Acquisitions Corp,147.23M,-1.29%,27,-
694,RILY,"B. Riley Financial, Inc.",144.87M,-1.45%,434161,981.03M
695,RMBI,"Richmond Mutual Bancorporation, Inc.",142.52M,-1.93%,26723,42.92M
696,LARK,"Landmark Bancorp, Inc.",139.67M,1.85%,3880,58.17M
697,SFBC,"Sound Financial Bancorp, Inc.",132.64M,-0.38%,902,35.78M
698,CEP,"Cantor Equity Partners, Inc.",132.48M,0.49%,7892,-
699,SSSS,SuRo Capital Corp.,132.32M,4.43%,133713,5.90M
700,FGBI,"First Guaranty Bancshares, Inc.",131.17M,1.06%,17510,93.14M
701,ECBK,"ECB Bancorp, Inc.",127.81M,0.94%,6502,26.04M
702,OPOF,Old Point Financial Corporation,126.89M,0.56%,2539,60.91M
703,WHG,"Westwood Holdings Group, Inc.",126.80M,0.84%,35493,92.37M
704,GATE,Marblegate Acquisition Corp.,125.78M,-0.82%,1,-
705,MNSB,"MainStreet Bancshares, Inc.",123.31M,2.45%,7732,59.06M
706,EBMT,"Eagle Bancorp Montana, Inc.",123.30M,0.13%,31592,80.70M
707,GECC,Great Elm Capital Corp.,120.75M,-1.41%,9260,39.47M
708,CHEB,Chenghe Acquisition II Co.,119.64M,-0.26%,43601,-
709,RVSB,"Riverview Bancorp, Inc.",118.78M,-,17752,46.65M
710,VBFC,Village Bank and Trust Financial Corp.,118.00M,-0.23%,459,33.14M
711,AFBI,"Affinity Bancshares, Inc.",117.62M,0.33%,25502,30.61M
712,FNWD,Finward Bancorp,115.39M,-0.93%,1114,71.60M
713,SRL,Scully Royalty Ltd.,114.16M,-1.63%,1992,34.00M
714,SIEB,Siebert Financial Corp.,113.94M,0.71%,17999,83.36M
715,PCSC,Perceptive Capital Solutions Corp,112.89M,-,900,-
716,SVII,Spring Valley Acquisition Corp. II,111.94M,0.27%,2055,-
717,FCAP,"First Capital, Inc.",111.29M,4.57%,1936,42.00M
718,CHAR,Charlton Aria Acquisition Corporation,110.35M,-,436,-
719,OVBC,Ohio Valley Banc Corp.,109.53M,-,2435,59.51M
720,SPHA,Shepherd Ave Capital Acquisition Corporation,109.48M,0.30%,4000,-
721,OFS,OFS Capital Corporation,108.93M,0.87%,25997,49.80M
722,RBKB,"Rhinebeck Bancorp, Inc.",108.52M,0.70%,3843,25.91M
723,PROV,"Provident Financial Holdings, Inc.",107.87M,0.95%,14193,38.44M
724,SRBK,"SR Bancorp, Inc.",107.62M,0.08%,21272,29.08M
725,IPXX,Inflection Point Acquisition Corp. II,106.03M,-1.26%,3248,-
726,PBHC,"Pathfinder Bancorp, Inc.",105.32M,4.01%,67746,40.02M
727,WMPN,William Penn Bancorporation,104.01M,-0.24%,21131,20.36M
728,BSBK,Bogota Financial Corp.,99.20M,2.22%,4434,12.13M
729,DGHI,Digihost Technology Inc.,98.80M,-2.38%,338009,42.15M
