,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
369,VTEX,VTEX,1.24B,1.82%,1488193,225.91M
370,CRCT,"Cricut, Inc.",1.22B,3.44%,197471,734.48M
371,OLO,Olo Inc.,1.22B,3.19%,833134,271.87M
372,DQ,Daqo New Energy Corp.,1.21B,-2.76%,532344,1.31B
373,PSFE,Paysafe Limited,1.20B,0.87%,159461,1.70B
374,PRO,"PROS Holdings, Inc.",1.20B,2.51%,384248,322.89M
375,VSAT,"Viasat, Inc.",1.19B,-0.11%,1906564,4.53B
376,INOD,Innodata Inc.,1.14B,1.39%,698323,137.39M
377,VMEO,"Vimeo, Inc.",1.13B,-1.59%,515841,419.39M
378,DGII,Digi International Inc.,1.12B,0.07%,293103,421.82M
379,PENG,"Penguin Solutions, Inc.",1.11B,3.98%,561968,1.24B
380,COHU,"Cohu, Inc.",1.10B,3.10%,201427,444.88M
381,JKS,"JinkoSolar Holding Co., Ltd.",1.10B,-0.91%,420245,14.89B
382,ICHR,"Ichor Holdings, Ltd.",1.09B,14.41%,701000,849.04M
383,PDFS,"PDF Solutions, Inc.",1.09B,2.55%,127383,170.51M
384,COMM,"CommScope Holding Company, Inc.",1.07B,-1.39%,1866205,5.18B
385,TIXT,TELUS International (Cda) Inc.,1.06B,1.05%,479588,2.66B
386,BELFA,Bel Fuse Inc.,1.05B,-0.07%,5612,524.94M
387,XRX,Xerox Holdings Corporation,1.05B,0.60%,1681245,6.22B
388,BLND,"Blend Labs, Inc.",1.04B,0.25%,1953900,156.72M
389,ARRY,"Array Technologies, Inc.",1.04B,-6.58%,4668259,982.19M
390,BELFB,Bel Fuse Inc.,1.01B,-0.12%,79008,524.94M
391,CRSR,"Corsair Gaming, Inc.",1.01B,1.26%,793407,1.32B
392,ETWO,"E2open Parent Holdings, Inc.",992.40M,2.46%,1061623,613.46M
393,BASE,"Couchbase, Inc.",986.24M,2.67%,450735,204.63M
394,ML,MoneyLion Inc.,982.41M,0.37%,141847,500.28M
395,RDWR,Radware Ltd.,961.68M,2.10%,129107,266.88M
396,CINT,CI&T Inc.,946.87M,0.85%,211756,410.25M
397,SCSC,"ScanSource, Inc.",933.15M,-0.77%,200602,3.02B
398,WOLF,"Wolfspeed, Inc.",902.31M,-2.03%,10057843,776.60M
399,SSYS,Stratasys Ltd.,893.74M,0.56%,731610,578.44M
400,HCKT,"The Hackett Group, Inc.",879.40M,0.89%,59013,300.74M
401,INDI,"indie Semiconductor, Inc.",872.28M,3.10%,1939279,228.81M
402,ADTN,"ADTRAN Holdings, Inc.",868.81M,5.57%,2279770,905.35M
403,RSKD,Riskified Ltd.,862.93M,0.19%,293757,318.05M
404,YEXT,"Yext, Inc.",847.41M,-1.34%,349101,408.97M
405,IIIV,"i3 Verticals, Inc.",843.75M,-0.12%,250916,229.92M
406,SEDG,"SolarEdge Technologies, Inc.",831.00M,3.24%,3594675,1.05B
407,DGNX,Diginex Limited,828.09M,-,93425,1.18M
408,GCT,GigaCloud Technology Inc.,825.17M,-2.80%,756550,1.11B
409,NTGR,"NETGEAR, Inc.",809.87M,-0.35%,550364,673.76M
410,CEVA,"CEVA, Inc.",809.22M,6.76%,198313,101.88M
411,DAKT,"Daktronics, Inc.",792.07M,0.30%,197840,820.60M
412,DMRC,Digimarc Corporation,792.05M,-0.14%,124324,39.04M
413,AIOT,"PowerFleet, Inc.",791.83M,-0.33%,1921799,221.07M
414,PRTH,"Priority Technology Holdings, Inc.",790.26M,2.40%,713438,851.91M
415,RCAT,"Red Cat Holdings, Inc.",785.58M,-2.58%,5881681,16.47M
416,CGNT,Cognyte Software Ltd.,776.16M,7.26%,907149,339.82M
417,PGY,Pagaya Technologies Ltd.,769.70M,3.36%,1449351,970.90M
418,SHLS,"Shoals Technologies Group, Inc.",761.81M,-1.51%,4297131,422.66M
419,MLAB,"Mesa Laboratories, Inc.",754.73M,1.19%,39597,237.75M
420,PUBM,"PubMatic, Inc.",744.21M,0.26%,199959,290.35M
421,OSPN,OneSpan Inc.,735.13M,1.52%,415302,244.94M
422,RPAY,Repay Holdings Corporation,707.72M,1.47%,193088,310.76M
423,IMOS,ChipMOS TECHNOLOGIES INC.,693.12M,0.95%,29971,724.84M
424,ITRN,Ituran Location and Control Ltd.,677.58M,2.19%,142491,331.18M
425,CSIQ,Canadian Solar Inc.,660.31M,-1.48%,964810,6.17B
426,RXT,"Rackspace Technology, Inc.",659.95M,1.40%,1190545,2.77B
427,MGIC,Magic Software Enterprises Ltd.,655.48M,3.33%,94764,535.48M
428,DDD,3D Systems Corporation,640.13M,2.16%,4843335,443.95M
429,YALA,Yalla Group Limited,638.65M,-0.25%,65341,329.77M
430,CTLP,"Cantaloupe, Inc.",630.60M,2.61%,297273,276.75M
431,CNDT,Conduent Incorporated,623.57M,-0.51%,738670,3.51B
432,LYTS,LSI Industries Inc.,612.36M,1.24%,108921,523.02M
433,FARO,"FARO Technologies, Inc.",597.41M,1.28%,124394,347.73M
434,IMXI,"International Money Express, Inc.",588.08M,-,139351,665.67M
435,NVTS,Navitas Semiconductor Corporation,586.54M,4.32%,3097422,91.38M
436,NNDM,Nano Dimension Ltd.,583.17M,4.72%,3540461,57.66M
437,CAN,Canaan Inc.,574.23M,-0.55%,7925247,229.63M
438,CLMB,"Climb Global Solutions, Inc.",567.37M,0.83%,13997,410.63M
439,CRNC,Cerence Inc.,561.04M,8.53%,3208998,331.50M
440,DJCO,Daily Journal Corporation,559.90M,-0.59%,16787,69.93M
441,RDVT,"Red Violet, Inc.",551.11M,1.58%,151591,70.69M
442,LASR,"nLIGHT, Inc.",543.38M,2.09%,203223,203.06M
443,CCSI,"Consensus Cloud Solutions, Inc.",541.66M,-1.68%,67391,351.15M
444,BKSY,BlackSky Technology Inc.,538.31M,-0.23%,1523043,107.23M
445,API,"Agora, Inc.",532.68M,-2.53%,421728,134.84M
446,MTLS,Materialise NV,523.93M,3.38%,263953,297.10M
447,CLFD,"Clearfield, Inc.",523.67M,4.13%,109315,166.71M
448,OUST,"Ouster, Inc.",511.64M,1.78%,976975,105.45M
449,HKD,AMTD Digital Inc.,509.18M,-1.12%,85141,27.78M
450,BIGC,"BigCommerce Holdings, Inc.",507.90M,-1.52%,383555,330.05M
451,BAND,Bandwidth Inc.,497.93M,-1.42%,171152,703.90M
452,UIS,Unisys Corporation,490.39M,3.21%,230629,2.02B
453,SKYT,"SkyWater Technology, Inc.",488.00M,2.81%,508499,345.94M
454,LGTY,"Logility Supply Chain Solutions, Inc.",476.24M,0.07%,503108,102.40M
455,MITK,"Mitek Systems, Inc.",469.05M,2.57%,347274,172.08M
456,CRNT,Ceragon Networks Ltd.,461.12M,11.41%,5919304,377.62M
457,PRCH,"Porch Group, Inc.",458.58M,-2.37%,825895,452.10M
458,RZLV,Rezolve AI Limited,456.28M,8.16%,5316331,-
459,GILT,Gilat Satellite Networks Ltd.,436.18M,4.79%,451431,302.93M
460,KULR,"KULR Technology Group, Inc.",428.19M,-2.91%,8616417,9.70M
461,XPER,Xperi Inc.,418.27M,2.30%,154814,508.56M
462,ALNT,Allient Inc.,415.91M,0.20%,46373,548.96M
463,KLTR,"Kaltura, Inc.",411.66M,3.00%,617001,177.59M
464,LAES,SEALSQ Corp,405.50M,23.23%,24771300,20.14M
465,MEI,"Methode Electronics, Inc.",393.65M,1.10%,172094,1.09B
466,TRAK,"ReposiTrak, Inc.",391.52M,1.85%,27500,20.83M
467,OOMA,"Ooma, Inc.",390.21M,-1.81%,104451,253.43M
468,AIP,"Arteris, Inc.",386.51M,1.48%,299789,54.74M
469,POET,POET Technologies Inc.,385.44M,6.12%,1144905,119.95K
470,TSSI,"TSS, Inc.",374.50M,2.12%,987958,122.53M
471,LSAK,"Lesaka Technologies, Inc.",374.36M,0.62%,22362,573.68M
472,NRDY,"Nerdy, Inc.",355.34M,2.07%,1016379,197.33M
473,EGHT,"8x8, Inc.",353.66M,-5.28%,1395647,717.44M
474,NVEC,NVE Corporation,348.03M,1.44%,20404,25.69M
475,AUDC,AudioCodes Ltd.,344.37M,6.57%,230029,242.18M
476,TBCH,Turtle Beach Corporation,343.56M,-0.98%,61394,326.23M
477,DOMO,"Domo, Inc.",341.21M,-4.54%,429572,318.46M
478,EXFY,"Expensify, Inc.",339.84M,-0.26%,243507,137.44M
479,ALLT,Allot Ltd.,338.58M,-0.11%,736398,91.63M
480,MVIS,"MicroVision, Inc.",335.10M,-2.55%,6894901,8.15M
481,AVNW,"Aviat Networks, Inc.",334.22M,28.22%,1174630,434.11M
482,AEHR,"Aehr Test Systems, Inc.",328.61M,-0.27%,429302,50.74M
483,EB,"Eventbrite, Inc.",319.71M,-,611382,336.37M
484,BLZE,"Backblaze, Inc.",319.60M,2.77%,197971,122.58M
485,VPG,"Vishay Precision Group, Inc.",315.34M,3.57%,84221,323.40M
486,VUZI,Vuzix Corporation,313.60M,-2.18%,1608834,5.55M
487,ASUR,"Asure Software, Inc.",313.60M,-1.17%,49868,115.26M
488,LAW,"CS Disco, Inc.",313.32M,2.15%,53715,143.58M
489,NOVA,Sunnova Energy International Inc.,301.14M,-1.63%,7126042,809.98M
490,IBEX,IBEX Limited,293.62M,0.59%,81262,513.68M
491,ONTF,"ON24, Inc.",291.97M,1.74%,71994,150.74M
492,KOPN,Kopin Corporation,291.25M,0.53%,4550073,44.27M
493,ILLR,Triller Group Inc.,284.97M,-2.78%,398782,45.24M
494,SMRT,"SmartRent, Inc.",277.30M,-2.04%,423520,199.77M
495,TSAT,Telesat Corporation,276.67M,2.77%,28036,450.76M
496,VLN,Valens Semiconductor Ltd.,272.10M,4.92%,316226,63.13M
497,RMNI,"Rimini Street, Inc.",268.89M,5.71%,175813,426.65M
498,IMMR,Immersion Corporation,267.89M,0.12%,270561,163.13M
499,ATOM,Atomera Incorporated,266.49M,2.32%,436993,662.00K
500,APPS,"Digital Turbine, Inc.",263.46M,2.42%,3015786,483.58M
501,ATGL,Alpha Technology Group Limited,262.08M,0.13%,6546,1.59M
502,PDYN,Palladyne AI Corp.,258.06M,7.93%,3078949,7.77M
503,ARQQ,Arqit Quantum Inc.,250.08M,-3.15%,465331,293.00K
504,ICG,Intchains Group Limited,247.54M,0.73%,10678,34.65M
505,AEYE,"AudioEye, Inc.",246.85M,1.35%,170337,33.35M
506,REKR,"Rekor Systems, Inc.",246.76M,19.55%,13959883,43.82M
507,SANG,Sangoma Technologies Corporation,244.26M,0.07%,4505,241.24M
508,MAPS,"WM Technology, Inc.",241.26M,1.41%,1266057,183.31M
509,SVCO,"Silvaco Group, Inc.",239.94M,1.57%,127040,54.31M
510,ARBE,Arbe Robotics Ltd.,236.59M,-0.80%,3489004,1.02M
511,TLS,Telos Corporation,235.24M,2.85%,232973,122.96M
512,HPAI,Helport AI Limited,223.54M,-1.23%,4517,29.58M
513,PERF,Perfect Corp.,222.03M,-0.91%,100103,58.45M
514,AEVA,"Aeva Technologies, Inc.",216.07M,0.25%,214739,7.98M
515,GAUZ,Gauzy Ltd.,208.43M,2.11%,26141,94.35M
516,CSPI,CSP Inc.,200.91M,7.28%,37917,55.22M
517,AZ,A2Z Cust2Mate Solutions Corp.,199.86M,-0.73%,41536,6.63M
518,INSG,Inseego Corp.,196.72M,4.53%,145277,207.48M
519,BKKT,"Bakkt Holdings, Inc.",196.18M,-6.21%,395944,1.91B
520,RELL,"Richardson Electronics, Ltd.",189.47M,-1.13%,57211,202.97M
521,NOTE,"FiscalNote Holdings, Inc.",189.23M,4.69%,2353781,125.06M
522,CCRD,CoreCard Corporation,182.28M,-1.79%,11970,54.73M
523,GRRR,Gorilla Technology Group Inc.,181.95M,8.22%,2141318,78.94M
524,EGAN,eGain Corporation,181.13M,0.47%,107236,90.43M
525,NVNI,Nvni Group Limited,174.31M,6.10%,969797,23.56M
526,MRT,"Marti Technologies, Inc.",173.46M,-2.31%,25250,18.95M
527,SSTI,"SoundThinking, Inc.",173.09M,-0.15%,13992,104.67M
528,TCX,Tucows Inc.,171.67M,0.45%,20572,356.14M
529,MX,Magnachip Semiconductor Corporation,169.64M,-1.08%,252949,219.52M
530,GPRO,"GoPro, Inc.",168.69M,12.74%,5587798,896.01M
531,VOXX,VOXX International Corporation,166.61M,0.54%,240790,427.49M
532,TTEC,"TTEC Holdings, Inc.",165.14M,-0.86%,393910,2.27B
533,FEIM,"Frequency Electronics, Inc.",163.39M,-0.82%,34908,60.19M
534,XNET,Xunlei Limited,161.65M,-0.78%,83661,359.61M
535,MPTI,"M-tron Industries, Inc.",161.43M,-0.05%,14898,46.98M
536,LTRX,"Lantronix, Inc.",161.21M,3.33%,480834,161.72M
537,PSQH,"PSQ Holdings, Inc.",160.51M,-1.05%,510373,18.74M
538,III,"Information Services Group, Inc.",158.50M,-1.82%,77972,255.99M
539,AISP,"Airship AI Holdings, Inc.",156.98M,9.15%,1183973,24.05M
540,PCLA,PicoCELA Inc.,156.74M,16.73%,1140742,4.76M
541,NEON,Neonode Inc.,155.75M,5.82%,155417,3.80M
542,NTCL,NetClass Technology Inc,155.48M,12.23%,46000,11.60M
543,VERI,"Veritone, Inc.",151.18M,-1.74%,595197,124.88M
544,PAYS,"Paysign, Inc.",144.58M,0.37%,128291,56.47M
545,TOYO,"TOYO Co., Ltd.",142.60M,-8.92%,15293,200.46M
546,TROO,"TROOPS, Inc.",142.24M,-3.45%,39474,4.34M
547,GNSS,Genasys Inc.,141.08M,1.62%,137540,24.01M
548,ONDS,Ondas Holdings Inc.,140.14M,-2.96%,2091508,8.02M
549,YIBO,Planet Image International Limited,135.78M,-14.58%,477613,153.28M
550,UEIC,Universal Electronics Inc.,134.71M,0.39%,28272,382.02M
551,LPTH,"LightPath Technologies, Inc.",129.31M,3.16%,242987,32.05M
552,ZENV,Zenvia Inc.,128.63M,3.77%,160617,173.59M
553,MRAM,"Everspin Technologies, Inc.",127.44M,0.52%,65279,53.87M
554,DHX,"DHI Group, Inc.",126.93M,4.10%,323157,141.93M
555,CSLR,"Complete Solaria, Inc.",126.88M,-4.44%,156389,40.80M
556,YAAS,Youxin Technology Ltd,126.82M,4.13%,34773,521.24K
557,ZEO,Zeo Energy Corp.,126.60M,1.58%,27231,77.58M
558,BKTI,BK Technologies Corporation,121.83M,0.41%,9150,74.97M
559,QUIK,QuickLogic Corporation,120.49M,-,168675,21.89M
560,LPSN,"LivePerson, Inc.",119.01M,-5.07%,1436022,334.74M
561,KVHI,"KVH Industries, Inc.",118.79M,0.17%,30114,118.37M
562,WBX,Wallbox N.V.,118.24M,-1.35%,334921,179.62M
563,QH,Quhuo Limited,116.60M,-,2284,493.47M
564,RSSS,"Research Solutions, Inc.",116.37M,-0.78%,33700,46.61M
565,OCFT,"OneConnect Financial Technology Co., Ltd.",114.74M,-4.33%,28084,407.83M
566,INTT,inTEST Corporation,113.10M,0.66%,25324,121.97M
567,CGTL,Creative Global Technology Holdings Limited,111.48M,-1.89%,7664,35.61M
568,VEEA,Veea Inc.,110.27M,1.64%,44253,140.04K
569,UPLD,"Upland Software, Inc.",108.67M,0.51%,64353,278.95M
570,SNCR,"Synchronoss Technologies, Inc.",107.23M,6.18%,42972,170.79M
571,SILC,Silicom Ltd.,103.68M,1.13%,11647,58.11M
572,,Nano Labs Ltd,102.76M,-0.60%,19287,6.99M
573,QMCO,Quantum Corporation,102.64M,-0.38%,608254,285.24M
574,GCTS,"GCT Semiconductor Holding, Inc.",102.63M,1.90%,83634,11.53M
575,SATX,Satixfy Communications Ltd.,101.78M,15.38%,101871,10.35M
576,RDZN,"Roadzen, Inc.",98.67M,-9.22%,248390,46.45M
577,YXT,YXT.COM Group Holding Limited,95.52M,1.92%,2857,48.03M
578,MAXN,"Maxeon Solar Technologies, Ltd.",93.08M,-3.63%,163819,689.01M
579,DM,"Desktop Metal, Inc.",92.69M,6.11%,415589,168.28M
580,SOL,Emeren Group Ltd,92.26M,-1.10%,103194,102.49M
581,WRAP,"Wrap Technologies, Inc.",90.85M,-1.98%,61289,4.23M
582,OSS,"One Stop Systems, Inc.",90.69M,-0.12%,244490,52.71M
583,AXTI,"AXT, Inc.",89.60M,-3.29%,417194,94.69M
584,LINK,"Interlink Electronics, Inc.",88.58M,1.24%,7707,12.23M
585,ALTS,ALT5 Sigma Corporation,88.36M,2.53%,111001,7.11M
586,ALOT,"AstroNova, Inc.",85.38M,1.61%,2997,153.52M
587,SQNS,Sequans Communications S.A.,82.23M,5.11%,69540,30.56M
588,ZENA,"ZenaTech, Inc.",80.66M,-1.69%,171072,1.48M
589,AIRG,"Airgain, Inc.",79.41M,1.45%,9575,55.59M
590,GSIT,"GSI Technology, Inc.",79.26M,3.32%,197536,19.79M
591,PHUN,"Phunware, Inc.",78.36M,0.51%,392510,3.54M
592,ELTK,Eltek Ltd.,76.52M,2.70%,18283,48.09M
593,ASYS,"Amtech Systems, Inc.",74.73M,-0.38%,14086,100.68M
594,AUID,authID Inc.,74.37M,-1.87%,11784,758.64K
595,SMXT,"SolarMax Technology, Inc.",72.91M,-2.42%,362031,28.79M
596,OPTX,"Syntec Optics Holdings, Inc.",71.54M,-2.50%,50219,29.39M
597,ALAR,Alarum Technologies Ltd.,70.92M,2.32%,74687,31.56M
598,VTSI,"VirTra, Inc.",69.98M,-,63418,31.77M
599,MIND,"MIND Technology, Inc.",68.38M,-9.06%,734796,45.20M
600,INUV,"Inuvo, Inc.",67.44M,3.09%,375438,78.45M
601,JG,Aurora Mobile Limited,66.86M,26.79%,695864,42.83M
602,CMTL,Comtech Telecommunications Corp.,66.22M,15.23%,391649,504.29M
603,WFCF,"Where Food Comes From, Inc.",64.65M,1.07%,1717,25.82M
604,TYGO,"Tigo Energy, Inc.",63.78M,0.96%,47277,45.99M
605,SOTK,Sono-Tek Corporation,62.45M,2.45%,5928,20.15M
606,DUOT,"Duos Technologies Group, Inc.",61.22M,13.40%,573294,7.35M
607,MKFG,Markforged Holding Corporation,60.84M,1.03%,28281,86.89M
608,KOSS,Koss Corporation,58.69M,-1.11%,26548,12.29M
609,SELX,Semilux International Ltd.,57.91M,-0.17%,2102,1.04M
610,FKWL,Franklin Wireless Corp.,56.92M,-,5759,34.46M
611,INLX,"Intellinetics, Inc.",56.61M,-2.76%,4022,17.93M
612,BMR,Beamr Imaging Ltd.,56.31M,1.97%,122269,2.96M
613,IDN,"Intellicheck, Inc.",56.12M,2.53%,42372,19.24M
614,TDTH,Trident Digital Tech Holdings Ltd,54.22M,-8.70%,141670,1.38M
615,PXLW,"Pixelworks, Inc.",52.46M,5.69%,177302,54.19M
616,REFR,Research Frontiers Incorporated,50.61M,-,34411,1.47M
617,WKEY,WISeKey International Holding AG,50.21M,6.96%,499989,20.99M
618,CTM,"Castellum, Inc.",50.04M,16.17%,4909111,45.56M
619,USIO,"Usio, Inc.",49.92M,9.52%,472975,81.03M
620,SPRU,Spruce Power Holding Corporation,48.37M,1.17%,31961,77.58M
621,SWVL,Swvl Holdings Corp.,47.81M,1.76%,6991,19.80M
622,FTCI,"FTC Solar, Inc.",47.04M,-5.67%,91485,57.35M
623,SYT,"SYLA Technologies Co., Ltd.",45.61M,-4.44%,4914,149.12M
624,TACT,TransAct Technologies Incorporated,44.95M,-,4143,46.42M
625,MOBX,"Mobix Labs, Inc.",44.76M,-1.57%,514459,6.44M
626,WCT,Wellchange Holdings Company Limited,44.02M,-,1983082,2.37M
627,NUKK,Nukkleus Inc.,43.98M,-13.18%,234273,10.75M
628,ZEPP,Zepp Health Corporation,43.94M,-0.68%,4345,208.95M
629,AIXI,Xiao-I Corporation,43.35M,-4.46%,128279,65.64M
630,OCC,Optical Cable Corporation,42.66M,0.58%,43335,66.67M
631,HUBC,HUB Cyber Security Ltd.,42.59M,7.02%,7488925,33.36M
632,KTCC,Key Tronic Corporation,42.19M,8.89%,70099,514.39M
633,LGCL,Lucas GC Limited,42.06M,-1.64%,155426,173.31M
634,MNDO,MIND C.T.I. Ltd,41.98M,0.97%,10299,21.86M
635,KPLT,"Katapult Holdings, Inc.",41.10M,3.20%,10157,241.79M
636,AXIL,"AXIL Brands, Inc.",40.16M,-,1767,26.55M
637,MSAI,"MultiSensor AI Holdings, Inc.",39.57M,-0.76%,54104,7.62M
638,BEEM,Beam Global,37.53M,-3.05%,101071,60.88M
639,MTC,"MMTec, Inc.",37.34M,-0.66%,36750,-1.99M
640,DSWL,"Deswell Industries, Inc.",37.13M,-1.27%,78567,66.81M
641,LGL,"The LGL Group, Inc.",36.88M,1.70%,3172,4.13M
642,EBON,Ebang International Holdings Inc.,36.80M,5.02%,6165,3.59M
643,CMBM,Cambium Networks Corporation,36.72M,13.04%,215173,172.22M
644,HKIT,Hitek Global Inc.,36.62M,-0.79%,6495,3.45M
645,FOXX,Foxx Development Holdings Inc.,36.48M,12.84%,134874,26.34M
646,AWRE,"Aware, Inc.",36.05M,4.29%,41885,16.97M
647,FCUV,Focus Universal Inc.,35.89M,6.87%,191730,1.08M
648,CLPS,CLPS Incorporation,35.47M,2.76%,12969,142.81M
649,WYY,WidePoint Corporation,34.72M,-2.07%,25276,133.12M
650,VRAR,"The Glimpse Group, Inc.",34.45M,-5.56%,273210,8.14M
651,HTCR,"HeartCore Enterprises, Inc.",33.91M,4.52%,242084,30.29M
652,ORKT,Orangekloud Technology Inc.,33.67M,9.63%,1121542,3.90M
653,VHC,VirnetX Holding Corporation,33.15M,-0.22%,2048,5.00K
654,AMPG,"AmpliTech Group, Inc.",32.22M,0.49%,475205,11.67M
655,MASK,3 E Network Technology Group Limited,31.56M,-0.53%,33144,4.56M
656,NTWK,"NetSol Technologies, Inc.",30.98M,-,3301,61.75M
657,MOGO,Mogo Inc.,30.76M,-4.17%,49396,31.00M
658,DTST,Data Storage Corporation,30.72M,0.92%,20587,25.14M
659,BTCT,BTC Digital Ltd.,30.21M,-3.69%,493457,8.48M
660,XBP,"XBP Europe Holdings, Inc.",30.17M,-3.85%,14001,157.15M
661,HOLO,MicroCloud Hologram Inc.,29.99M,-8.18%,13259115,32.24M
662,FAAS,DigiAsia Corp.,29.94M,-3.40%,59611,57.73M
663,GLE,Global Engine Group Holding Limited,29.46M,3.87%,29083,6.33M
664,BTCM,BIT Mining Limited,28.63M,0.40%,25089,41.41M
665,DAIO,Data I/O Corporation,28.45M,3.01%,23605,23.46M
666,SURG,"SurgePays, Inc.",28.03M,-,53185,83.60M
667,EMKR,Emcore Corporation,27.65M,0.50%,155573,85.90M
668,AIFF,"Firefly Neuroscience, Inc.",27.57M,-4.14%,58480,74.00K
669,NXPL,NextPlat Corp,27.00M,-0.95%,26330,66.48M
670,SMSI,"Smith Micro Software, Inc.",26.96M,12.59%,477375,24.18M
671,TRT,Trio-Tech International,26.52M,1.46%,961,42.15M
672,TURB,"Turbo Energy, S.A.",25.99M,4.84%,1512,11.66M
673,LDTC,LeddarTech Holdings Inc.,25.78M,-10.01%,356414,353.69K
674,CXAI,CXApp Inc.,25.35M,1.32%,485260,7.20M
675,CREX,"Creative Realities, Inc.",25.33M,-1.42%,23379,54.30M
676,CPSH,CPS Technologies Corporation,24.62M,-0.88%,47559,21.94M
677,CNTM,"ConnectM Technology Solutions, Inc.",24.50M,2.65%,35161,21.79M
678,UTSI,UTStarcom Holdings Corp.,24.44M,1.17%,2632,14.96M
679,MTEK,Maris-Tech Ltd.,24.42M,15.67%,115711,6.97M
680,VSTE,Vast Renewables Limited,23.53M,-5.43%,483858,342.00K
681,SAIH,SAIHEAT Limited,22.15M,7.34%,230553,6.95M
682,SYNX,Silynxcom Ltd.,22.05M,4.25%,1902,9.89M
683,EZFL,EZFill Holdings Inc.,21.30M,4.26%,28917,26.67M
684,BOSC,B.O.S. Better Online Solutions Ltd.,21.26M,-0.54%,168905,40.45M
685,BLIN,"Bridgeline Digital, Inc.",20.31M,-1.02%,82680,15.36M
686,AGMH,AGM Group Holdings Inc.,20.13M,-2.36%,17572,65.00M
687,IPM,Intelligent Protection Management Corp.,19.03M,-0.48%,27808,9.64M
688,STEC,Santech Holdings Limited,18.06M,-0.06%,15110,260.47M
689,JFU,9F Inc.,17.66M,-3.23%,3314,40.61M
690,JZ,Jianzhi Education Technology Group Company Limited,17.35M,-6.18%,2613,50.81M
691,RTC,Baijiayun Group Ltd,17.29M,0.90%,861867,59.79M
692,JDZG,JIADE Limited,17.10M,-2.07%,52306,2.33M
693,ELSE,"Electro-Sensors, Inc.",17.00M,0.81%,3029,9.29M
694,MOB,Mobilicom Limited,16.13M,1.60%,109530,3.46M
695,TAIT,Taitron Components Incorporated,15.78M,-,3334,4.34M
696,FEBO,Fenbo Holdings Limited,15.38M,-2.11%,3281,16.32M
697,DTSS,Datasea Inc.,15.24M,0.94%,227870,38.18M
698,MLGO,MicroAlgo Inc.,15.16M,-3.80%,1137050,83.50M
699,PET,Wag! Group Co.,14.96M,-1.41%,406689,76.75M
700,IZM,ICZOOM Group Inc.,14.90M,0.79%,142545,177.93M
701,BNAI,"Brand Engagement Network, Inc.",14.79M,1.04%,324179,135.00K
702,SONM,"Sonim Technologies, Inc.",13.88M,0.71%,9461,56.74M
703,INTZ,Intrusion Inc.,13.86M,8.18%,1057043,5.46M
704,CLRO,"ClearOne, Inc.",12.70M,4.11%,91244,12.58M
705,BNZI,"Banzai International, Inc.",12.66M,4.22%,991281,4.31M
706,ARBB,ARB IOT Group Limited,12.35M,-0.57%,29319,12.33M
707,BLBX,Blackboxstocks Inc.,12.21M,4.53%,425488,2.76M
708,GMM,Global Mofy AI Limited,11.67M,-1.73%,22829,41.36M
709,ASTC,Astrotech Corporation,11.52M,1.76%,13974,1.27M
710,CISO,CISO Global Inc.,11.35M,1.03%,49236,54.63M
711,LEDS,SemiLEDs Corporation,11.18M,0.65%,23502,4.79M
712,WISA,"WiSA Technologies, Inc.",10.81M,0.78%,604340,2.19M
713,SCKT,"Socket Mobile, Inc.",10.80M,-1.39%,38731,18.33M
714,SMTK,"SmartKem, Inc.",10.62M,6.43%,13019,40.00K
715,UBXG,U-BX Technology Ltd.,10.53M,-4.31%,12054,51.60M
716,XTKG,"X3 Holdings Co., Ltd.",10.47M,-1.88%,185144,15.23M
717,UAVS,"AgEagle Aerial Systems, Inc.",10.43M,-1.34%,363382,13.49M
718,APCX,AppTech Payments Corp.,9.96M,-8.13%,417448,365.00K
719,SGMA,"SigmaTron International, Inc.",9.91M,1.89%,8771,336.56M
720,MFI,mF International Limited,9.84M,0.32%,137737,3.88M
721,MSN,Emerson Radio Corp.,9.68M,-6.16%,24914,9.76M
722,ELWS,"Earlyworks Co., Ltd",9.68M,2.88%,8616,1.14M
723,RYDE,Ryde Group Ltd,9.46M,-0.96%,37898,5.76M
724,AMST,Amesite Inc.,9.38M,-2.61%,15132,114.80K
725,NXTT,Next Technology Holding Inc.,9.21M,-0.75%,37255,1.13M
726,DATS,"DatChat, Inc.",9.12M,4.48%,615891,515.00
727,RVYL,Ryvyl Inc.,8.50M,-1.71%,41864,63.53M
728,MYNA,Mynaric AG,8.16M,2.46%,399233,5.96M
729,LIDR,"AEye, Inc.",8.02M,-1.83%,543886,225.00K
730,JNVR,Janover Inc.,7.66M,-1.81%,3590,1.82M
731,ASNS,"Actelis Networks, Inc.",7.57M,-1.63%,210304,7.72M
732,BOXL,Boxlight Corporation,7.27M,-0.14%,133517,150.71M
733,ULY,Urgent.ly Inc.,7.15M,8.08%,90969,155.93M
734,MITQ,"Moving iMage Technologies, Inc.",7.12M,-,100505,18.76M
735,WTO,UTime Limited,7.08M,-4.89%,310037,32.31M
736,SOPA,Society Pass Incorporated,6.40M,-16.04%,751635,6.91M
737,MRIN,Marin Software Incorporated,6.38M,-1.93%,2390,16.71M
738,VISL,"Vislink Technologies, Inc.",6.36M,2.79%,185458,32.44M
739,FRGT,"Freight Technologies, Inc.",6.25M,-2.38%,23212,17.57M
