,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
361,YSG,Yatsen Holding Limited,322.29M,0.62%,59386,472.96M
362,BARK,"BARK, Inc.",316.60M,-0.82%,853768,490.26M
363,CDRO,"Codere Online Luxembourg, S.A.",311.84M,1.47%,56972,151.88M
364,COOK,"Traeger, Inc.",310.83M,-3.27%,77629,598.91M
365,ONEW,OneWater Marine Inc.,309.62M,1.01%,160725,1.78B
366,LESL,"Leslie's, Inc.",303.74M,-27.23%,20627048,1.33B
367,ZUMZ,Zumiez Inc.,301.97M,-1.01%,313541,891.86M
368,EM,Smart Share Global Limited,299.50M,-0.76%,256981,269.75M
369,JOUT,Johnson Outdoors Inc.,295.80M,-1.70%,56508,561.85M
370,TDUP,ThredUp Inc.,280.98M,0.82%,623836,313.76M
371,GHG,GreenTree Hospitality Group Ltd.,279.24M,4.96%,8766,201.17M
372,FLXS,"Flexsteel Industries, Inc.",276.43M,-6.84%,38190,430.53M
373,INSE,"Inspired Entertainment, Inc.",273.76M,-0.96%,93070,297.90M
374,INVZ,Innoviz Technologies Ltd.,268.20M,-0.63%,4307247,33.16M
375,CPS,Cooper-Standard Holdings Inc.,250.71M,-0.28%,91557,2.74B
376,DBI,Designer Brands Inc.,241.56M,0.10%,1483522,3.05B
377,UHG,"United Homes Group, Inc.",240.18M,-1.67%,42399,445.73M
378,SLDP,"Solid Power, Inc.",238.11M,-0.75%,1798958,18.03M
379,SGC,"Superior Group of Companies, Inc.",237.44M,-2.93%,39337,567.51M
380,IRBT,iRobot Corporation,234.39M,-1.80%,989503,817.36M
381,KFS,Kingsway Financial Services Inc.,221.13M,-0.12%,21662,108.63M
382,HBB,Hamilton Beach Brands Holding Company,220.92M,-3.25%,15574,647.83M
383,LANV,Lanvin Group Holdings Limited,220.56M,-1.58%,33156,409.96M
384,LAKE,"Lakeland Industries, Inc.",219.13M,-2.46%,59823,151.82M
385,AOUT,"American Outdoor Brands, Inc.",216.22M,-4.70%,153394,201.60M
386,ESCA,"Escalade, Incorporated",205.38M,-3.05%,9402,253.07M
387,LOGC,ContextLogic Inc.,202.92M,-4.22%,154765,96.00M
388,CTRN,"Citi Trends, Inc.",200.82M,-2.01%,135253,757.09M
389,BZUN,Baozun Inc.,194.52M,5.64%,493376,1.31B
390,AKA,a.k.a. Brands Holding Corp.,193.87M,3.86%,15403,564.59M
391,GENK,"GEN Restaurant Group, Inc.",193.52M,-1.83%,117690,198.83M
392,PLBY,"PLBY Group, Inc.",188.90M,4.00%,1005813,124.76M
393,FLL,"Full House Resorts, Inc.",185.84M,0.19%,115411,279.13M
394,KEQU,Kewaunee Scientific Corporation,183.80M,-1.08%,16647,199.64M
395,VIRC,Virco Mfg. Corporation,182.93M,-1.32%,128512,280.38M
396,CLAR,Clarus Corporation,181.84M,-1.04%,121718,269.41M
397,LAZR,"Luminar Technologies, Inc.",181.13M,-0.09%,1442760,75.03M
398,ELA,Envela Corporation,175.99M,-1.46%,20710,165.95M
399,RCKY,"Rocky Brands, Inc.",174.94M,-2.69%,46677,451.67M
400,NWTN,NWTN Inc.,174.75M,-5.48%,3349,583.00K
401,NEGG,"Newegg Commerce, Inc.",171.81M,-0.79%,446270,1.39B
402,MED,"Medifast, Inc.",160.74M,-3.72%,250920,674.48M
403,NIU,Niu Technologies,160.63M,5.58%,385830,420.24M
404,RMBL,"RumbleOn, Inc.",160.49M,-0.70%,82146,1.25B
405,QRTEB,"Qurate Retail, Inc.",158.65M,-1.40%,9209,10.24B
406,BRLT,"Brilliant Earth Group, Inc.",155.71M,-7.06%,108925,426.98M
407,REE,REE Automotive Ltd.,152.32M,-3.69%,23734,626.00K
408,DIBS,"1stdibs.Com, Inc.",147.88M,-1.70%,49202,86.41M
409,STRT,Strattec Security Corporation,147.00M,-2.72%,18932,552.80M
410,QRTEA,"Qurate Retail, Inc.",142.94M,-1.25%,1151024,10.24B
411,DXLG,"Destination XL Group, Inc.",142.83M,-3.28%,119488,484.95M
412,HOFT,Hooker Furnishings Corporation,137.67M,0.08%,75723,389.78M
413,BRAG,Bragg Gaming Group Inc.,136.58M,-0.09%,86415,109.52M
414,TLYS,"Tilly's, Inc.",129.05M,4.44%,58538,595.19M
415,GGR,Gogoro Inc.,128.10M,6.57%,384314,329.04M
416,PLCE,"The Children's Place, Inc.",127.96M,-11.33%,594714,1.43B
417,MAMO,Massimo Group,127.47M,2.82%,7449,130.71M
418,BSET,"Bassett Furniture Industries, Incorporated",124.54M,2.58%,6949,329.92M
419,CAAS,"China Automotive Systems, Inc.",123.76M,-1.44%,24995,621.38M
420,SRI,"Stoneridge, Inc.",119.89M,-4.63%,433113,919.56M
421,VCSA,"Vacasa, Inc.",119.17M,-0.38%,227929,949.94M
422,TOUR,Tuniu Corporation,118.77M,1.81%,191562,72.83M
423,LCUT,"Lifetime Brands, Inc.",118.76M,1.13%,87237,670.89M
424,MPAA,"Motorcar Parts of America, Inc.",114.15M,1.59%,95610,739.41M
425,PRPL,"Purple Innovation, Inc.",113.10M,-3.70%,306974,504.84M
426,CPHC,Canterbury Park Holding Corporation,104.41M,0.43%,2254,62.11M
427,UFI,"Unifi, Inc.",102.58M,-0.18%,103182,592.70M
428,DLTH,Duluth Holdings Inc.,102.01M,1.05%,39311,630.97M
429,STKS,"The ONE Group Hospitality, Inc.",101.82M,-4.90%,90883,541.40M
430,THCH,TH International Limited,98.27M,-4.31%,4953,207.03M
431,VRA,"Vera Bradley, Inc.",97.04M,-4.89%,141485,405.27M
432,RRGB,"Red Robin Gourmet Burgers, Inc.",94.26M,-6.87%,251761,1.27B
433,FOSL,"Fossil Group, Inc.",93.09M,-2.23%,177122,1.22B
434,VIOT,"Viomi Technology Co., Ltd",92.80M,1.49%,47535,306.75M
435,CNTY,"Century Casinos, Inc.",92.66M,-,27118,581.91M
436,KNDI,"Kandi Technologies Group, Inc.",92.10M,-1.38%,61864,118.13M
437,BRIA,Brillia Inc,91.57M,-5.38%,44493,55.76M
438,GRWG,GrowGeneration Corp.,85.90M,-6.42%,686010,200.88M
439,DTC,"Solo Brands, Inc.",83.42M,-0.93%,187900,476.33M
440,GAN,GAN Limited,82.94M,2.91%,861282,134.02M
441,RECT,Rectitude Holdings Ltd,81.94M,-2.57%,4240,30.67M
442,GORV,"Lazydays Holdings, Inc.",80.39M,-6.91%,48813,920.77M
443,HOUR,"Hour Loop, Inc.",79.78M,-2.16%,54454,143.31M
444,AZI,Autozi Internet Technology (Global) Ltd.,75.34M,-0.85%,60340,124.74M
445,WPRT,Westport Fuel Systems Inc.,72.47M,-2.74%,41895,314.36M
446,WW,"WW International, Inc.",69.89M,-2.04%,1929894,807.47M
447,YYGH,YY Group Holding Limited,69.60M,1.61%,6990,37.37M
448,SPWH,"Sportsman's Warehouse Holdings, Inc.",69.46M,-4.69%,670781,1.23B
449,NDLS,Noodles & Company,68.29M,-2.29%,168324,495.82M
450,CULP,"Culp, Inc.",67.30M,1.49%,8641,222.16M
451,FATBB,FAT Brands Inc.,67.03M,0.24%,1817,606.01M
452,FAT,FAT Brands Inc.,66.57M,5.40%,64438,606.01M
453,CATO,The Cato Corporation,65.84M,1.49%,120284,666.78M
454,CVGI,"Commercial Vehicle Group, Inc.",65.02M,-2.18%,298751,913.00M
455,YTRA,"Yatra Online, Inc.",64.90M,-0.89%,113144,66.25M
456,PRTS,"CarParts.com, Inc.",61.42M,-0.93%,612621,611.71M
457,NHTC,Natural Health Trends Corp.,59.68M,-0.19%,11575,42.96M
458,FFIE,Faraday Future Intelligent Electric Inc.,59.38M,-0.75%,3396325,537.00K
459,RGS,Regis Corporation,55.46M,-1.04%,17656,195.67M
460,SUP,"Superior Industries International, Inc.",54.88M,-1.54%,30397,1.27B
461,BIRD,"Allbirds, Inc.",54.26M,-4.47%,40134,205.90M
462,FTEL,Fitell Corporation,54.13M,-57.01%,2244469,4.47M
463,ISPO,Inspirato Incorporated,53.54M,7.61%,13191,287.45M
464,NTZ,Natuzzi S.p.A.,53.53M,-2.80%,14147,365.85M
465,SYPR,"Sypris Solutions, Inc.",52.03M,-0.44%,28938,141.47M
466,BDL,"Flanigan's Enterprises, Inc.",46.93M,-0.59%,3176,188.10M
467,CRWS,"Crown Crafts, Inc.",46.67M,-0.66%,8567,87.05M
468,JRSH,"Jerash Holdings (US), Inc.",45.98M,9.04%,72201,130.27M
469,ARKR,Ark Restaurants Corp.,44.69M,-4.62%,3550,183.55M
470,TLF,"Tandy Leather Factory, Inc.",42.90M,1.26%,13773,74.76M
471,VNCE,Vince Holding Corp.,42.62M,3.36%,175384,288.81M
472,SPHL,Springview Holdings Ltd,36.98M,-6.42%,125333,11.02M
473,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",36.16M,3.47%,19498,324.70M
474,ROLR,"High Roller Technologies, Inc.",34.64M,-3.68%,4983,27.02M
475,RAVE,"Rave Restaurant Group, Inc.",34.57M,1.73%,19180,12.24M
476,ECDA,"ECD Automotive Design, Inc.",32.94M,-,13300,25.73M
477,SOND,Sonder Holdings Inc.,32.94M,-3.08%,36314,623.24M
478,BGFV,Big 5 Sporting Goods Corporation,31.93M,-5.12%,196899,810.20M
479,CENN,Cenntro Inc.,31.48M,0.93%,145546,37.05M
480,JZXN,"Jiuzi Holdings, Inc.",30.49M,15.81%,291457,7.60M
481,INTG,The InterGroup Corporation,30.41M,-1.68%,1194,59.54M
482,WKSP,Worksport Ltd.,29.64M,0.21%,576632,6.40M
483,LIVE,Live Ventures Incorporated,28.82M,-2.12%,1714,466.76M
484,RENT,"Rent the Runway, Inc.",27.76M,-3.87%,46455,305.60M
485,GTIM,Good Times Restaurants Inc.,26.84M,0.51%,53448,145.49M
486,BGI,Birks Group Inc.,26.36M,-1.80%,169169,131.60M
487,OESX,"Orion Energy Systems, Inc.",26.32M,-1.79%,29067,91.65M
488,ZOOZ,ZOOZ Power Ltd.,25.94M,6.44%,12028,506.66K
489,PNST,Pinstripes Holdings Inc.,21.99M,0.23%,16209,123.58M
490,OCG,Oriental Culture Holding LTD,20.90M,-2.13%,1118,1.23M
491,IPW,iPower Inc.,20.89M,-6.35%,61656,78.57M
492,WKHS,Workhorse Group Inc.,20.43M,-4.13%,1356120,9.10M
493,KIRK,"Kirkland's, Inc.",20.33M,-1.90%,176606,458.41M
494,LITB,"LightInTheBox Holding Co., Ltd.",20.22M,0.96%,23113,333.09M
495,FRSX,Foresight Autonomous Holdings Ltd.,19.92M,-0.45%,63706,473.00K
496,SAG,SAG Holdings Limited,19.75M,-1.51%,52319,56.39M
497,MOGU,MOGU Inc.,19.69M,-2.96%,14547,19.80M
498,LTRY,Lottery.com Inc.,19.18M,7.80%,59475482,6.14M
499,MGIH,Millennium Group International Holdings Limited,19.01M,-3.98%,19058,38.53M
500,REBN,"Reborn Coffee, Inc.",18.55M,4.80%,3334706,5.50M
501,NAAS,NaaS Technology Inc.,18.11M,-4.90%,61412,43.26M
502,ATER,"Aterian, Inc.",15.97M,-0.91%,40182,107.19M
503,TKLF,"Tokyo Lifestyle Co., Ltd.",15.56M,-6.01%,3207,219.52M
504,YHGJ,Yunhong Green CTI Ltd.,15.51M,0.05%,8842,18.56M
505,PMNT,Perfect Moment Ltd.,15.05M,10.59%,44300,22.38M
506,JL,J-Long Group Limited,14.63M,-3.72%,118682,28.38M
507,NCL,Northann Corp.,14.03M,-2.69%,82557,15.58M
508,MULN,"Mullen Automotive, Inc.",13.30M,-15.98%,11440112,1.09M
509,JBDI,JBDI Holdings Limited,12.61M,0.80%,147830,9.39M
510,MI,NFT Limited,12.20M,1.36%,8248,1.27M
511,LOBO,Lobo EV Technologies Ltd.,12.17M,-2.08%,3553,19.47M
512,PETZ,"TDH Holdings, Inc.",12.08M,-2.50%,4537,3.28M
513,AIEV,"Thunder Power Holdings, Inc.",11.79M,-6.25%,201027,-
514,FLYE,"Fly-E Group, Inc.",11.58M,-2.40%,86141,30.30M
515,BTBD,"BT Brands, Inc.",11.14M,-1.90%,1725,14.65M
516,HWH,HWH International Inc.,11.08M,-2.47%,821970,1.17M
517,NCI,Neo-Concept International Group Holdings Limited,10.92M,-3.81%,72579,22.48M
518,CHSN,Chanson International Holding,10.48M,0.09%,3009848,15.98M
519,UCAR,U Power Limited,10.20M,5.82%,78552,4.27M
520,MMA,Mixed Martial Arts Group Limited,9.51M,-7.88%,29171,375.18K
521,YOSH,Yoshiharu Global Co.,9.51M,36.46%,318649,11.65M
522,CJET,"Chijet Motor Company, Inc.",9.21M,-1.71%,7717,10.28M
523,XELB,"Xcel Brands, Inc.",9.17M,-3.10%,24678,9.34M
524,PEV,Phoenix Motor Inc.,9.04M,-2.44%,185670,21.64M
525,LGCB,Linkage Global Inc,8.66M,0.54%,30658,10.29M
526,YJ,Yunji Inc.,8.55M,-4.37%,2844,66.96M
527,FGI,FGI Industries Ltd.,8.22M,-2.27%,5833,127.18M
528,NTRP,"NextTrip, Inc.",8.14M,-18.37%,100596,623.66K
529,CREV,Carbon Revolution Public Limited Company,7.28M,-9.41%,227417,39.26M
530,MRM,MEDIROM Healthcare Technologies Inc.,7.21M,1.78%,6797,44.46M
531,FORD,"Forward Industries, Inc.",7.10M,-1.75%,5255,30.20M
532,EFOI,"Energy Focus, Inc.",6.58M,-0.79%,3094,5.98M
533,GDHG,Golden Heaven Group Holdings Ltd.,6.35M,-10.22%,160673,22.33M
534,DSS,"DSS, Inc.",6.25M,-1.14%,9818,25.02M
535,JWEL,Jowell Global Ltd.,6.23M,-4.33%,7363,160.01M
536,WNW,Meiwu Technology Company Limited,6.10M,-2.51%,6900876,380.35K
537,YYAI,Connexa Sports Technologies Inc.,6.00M,-3.04%,282634,-
538,VEEE,Twin Vee Powercats Co.,5.97M,-4.65%,135941,20.95M
539,EVTV,"Envirotech Vehicles, Inc.",5.58M,-4.86%,309382,1.73M
540,CTNT,Cheetah Net Supply Chain Service Inc.,5.07M,-3.79%,32298,7.70M
541,EJH,E-Home Household Service Holdings Limited,4.79M,-18.07%,3571692,50.69M
542,NVFY,"Nova LifeStyle, Inc.",4.69M,4.84%,6189,9.96M
543,CTHR,"Charles & Colvard, Ltd.",4.55M,-1.32%,3176,23.68M
544,AYRO,"Ayro, Inc.",4.33M,-1.01%,60019,221.67K
545,VMAR,Vision Marine Technologies Inc.,4.32M,0.82%,713947,2.11M
546,SRM,"SRM Entertainment, Inc.",4.28M,-7.94%,166608,4.59M
547,KXIN,Kaixin Holdings,4.10M,-0.71%,44397,12.68M
548,ZAPP,Zapp Electric Vehicles Group Limited,3.93M,-5.90%,293501,17.44K
549,JXG,JX Luxventure Group Inc.,3.79M,-0.79%,30468,38.49M
550,OCTO,Eightco Holdings Inc.,3.59M,-2.65%,15465,39.84M
551,IVP,"Inspire Veterinary Partners, Inc.",2.94M,-0.46%,54839,17.05M
552,NVVE,Nuvve Holding Corp.,2.94M,-5.80%,145716,5.14M
553,EZGO,EZGO Technologies Ltd.,2.79M,-2.00%,27285,21.13M
554,TRNR,Interactive Strength Inc.,2.27M,-8.00%,87206,3.18M
555,SPGC,"Sacks Parente Golf, Inc.",2.01M,-20.67%,2624477,2.49M
556,SBET,"SharpLink Gaming, Inc.",1.75M,-10.63%,2455473,3.87M
557,BQ,Boqii Holding Limited,1.59M,-,77100,81.21M
558,JFBR,Jeffs' Brands Ltd,1.50M,-0.47%,77000,12.34M
559,AREB,"American Rebel Holdings, Inc.",1.31M,-11.29%,102854,15.45M
560,VLCN,"Volcon, Inc.",841.35K,-6.09%,681214,4.13M
